player_id,first_name,last_name,birthdate,height,weight,bats,throws,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,durability,injured,ready
CAL-0174,Douglass,Huckle,1991-04-15,74,177,L,L,P,,1,SP,SP,,,,,58,,55,,66,52,62,59,58,57,71,55,,35,,,,62,0,1
CAL-0175,Charley,Barjenbruch,2002-09-15,75,211,L,L,P,,1,RP,CL,,,,,41,,38,,39,62,28,45,68,52,58,41,,,52,,,51,0,1
CAL-0176,Tony,Halston,1993-03-15,73,200,R,R,P,,1,RP,SU,,,,,43,,45,,42,68,25,58,50,49,66,,45,59,,,,68,0,1
CAL-0177,Branden,Tavolieri,1991-09-15,73,237,L,L,P,,1,RP,SU,,,,,40,,59,,42,62,29,52,50,55,50,54,,35,,,,41,0,1
CAL-0178,Clinton,Mennella,2001-08-15,72,193,R,R,P,,1,RP,MR,,,,,49,,54,,58,60,41,47,45,68,73,,48,46,,,,72,0,1
CAL-0179,Moses,Kraushaar,1992-06-15,73,202,R,R,P,,1,RP,MR,,,,,46,,50,,45,49,39,58,69,53,47,48,,53,,,,63,0,1
CAL-0180,Filiberto,Christo,1995-09-15,71,200,L,L,P,,1,RP,MR,,,,,48,,59,,39,60,39,58,51,58,61,55,,48,,,,67,0,1
CAL-0181,Jonathon,Bonzo,1991-01-15,76,200,R,R,P,,1,RP,MR,,,,,52,,51,,54,56,29,53,58,51,50,50,,60,,,,44,0,1
CAL-0182,Daniel,Scharwath,2002-05-15,75,202,R,R,P,,1,RP,LR,,,,,61,,59,,36,52,54,51,51,75,62,,52,39,,,,81,0,1
CAL-0183,Normand,Feary,1996-06-15,73,225,R,R,C,,0,,,51,40,35,46,47,62,55,50,56,46,,,,,,,,,,,,39,0,1
CAL-0184,Hershel,Allegretti,1995-08-15,71,187,R,R,1B,,0,,,55,52,42,50,50,58,49,50,52,47,,,,,,,,,,,,54,0,1
CAL-0185,Abe,Balck,1992-01-15,71,193,L,L,2B,,0,,,53,41,52,49,52,54,47,50,52,50,,,,,,,,,,,,66,0,1
CAL-0186,Nicholas,Vivier,1995-07-15,71,192,L,L,3B,,0,,,47,53,50,47,50,53,66,50,58,41,,,,,,,,,,,,60,0,1
CAL-0187,Ali,Biagini,2000-07-15,77,205,L,L,SS,,0,,,50,41,58,52,52,50,52,50,58,54,,,,,,,,,,,,52,0,1
CAL-0188,Warner,Sozio,1994-05-15,73,202,S,R,LF,,0,,,50,57,49,51,48,48,35,50,52,56,,,,,,,,,,,,56,0,1
CAL-0189,Brian,Berling,1992-05-15,75,212,R,R,CF,,0,,,51,47,61,46,53,58,49,50,46,60,,,,,,,,,,,,44,0,1
CAL-0190,Dudley,Monka,1998-03-15,78,206,R,R,RF,,0,,,51,48,47,51,52,56,52,50,36,62,,,,,,,,,,,,69,0,1
CAL-0191,Jordon,Vegh,2003-08-15,75,229,R,R,DH,,0,,,56,51,46,54,45,59,45,50,36,48,,,,,,,,,,,,70,0,1
CAL-0192,Logan,Resner,2001-03-15,73,186,R,R,C,,0,,,44,43,35,40,45,62,61,50,47,56,,,,,,,,,,,,51,0,1
CAL-0193,Delbert,Shadwell,1991-08-15,76,221,L,L,2B,"SS,3B",0,,,47,47,48,43,45,57,44,50,63,56,,,,,,,,,,,,58,0,1
CAL-0194,Edwardo,Frymyer,1994-04-15,74,208,R,R,CF,"LF,RF",0,,,47,43,61,51,50,51,57,50,42,47,,,,,,,,,,,,63,0,1
CAL-0195,Reynaldo,Haflett,1993-08-15,73,209,L,L,1B,DH,0,,,44,48,36,51,46,61,37,50,41,43,,,,,,,,,,,,66,0,1
CAL-0196,Jamaal,Cadwallader,1993-08-15,76,219,R,R,P,,1,SP,SP,,,,,35,,38,,56,56,44,55,61,53,52,47,,,55,,,60,0,1
CAL-0197,Simon,Waidelich,2000-04-15,72,206,R,R,P,,1,SP,SP,,,,,44,,43,,64,48,57,51,48,62,39,50,,41,,,,59,0,1
CAL-0198,Dusty,Caballes,2001-04-15,74,212,R,R,P,,1,SP,SP,,,,,61,,53,,48,55,49,49,56,54,62,,30,47,,,,56,0,1
CAL-0199,Thurman,Beneker,2003-02-15,71,217,R,R,P,,1,SP,SP,,,,,53,,43,,49,62,66,58,49,54,56,,58,58,,,,73,0,1
CAL-0200,Son,Perrez,2000-08-15,72,201,R,R,P,,1,SP,SP,,,,,51,,53,,48,61,60,53,47,62,70,37,,,61,,,33,0,1
CAL-0201,Shane,Zervas,1993-05-15,71,214,L,L,P,,1,RP,CL,,,,,70,,64,,48,66,30,51,52,58,51,64,,59,,,,54,0,1
CAL-0202,Gene,Plass,2003-08-15,74,189,L,L,P,,1,RP,SU,,,,,30,,51,,50,55,39,59,59,52,73,,57,43,,,,53,0,1
CAL-0203,Jessie,Carvana,2002-07-15,73,194,R,R,P,,1,RP,SU,,,,,41,,50,,40,63,44,57,65,61,52,46,,68,,,,60,0,1
CAL-0204,Ollie,Aleo,1996-06-15,75,184,R,R,P,,1,RP,MR,,,,,49,,41,,58,54,45,55,58,67,40,,41,47,,,,69,0,1
CAL-0205,Wilbur,Stoutt,1999-06-15,74,235,R,R,P,,1,RP,MR,,,,,60,,46,,54,46,41,48,48,59,58,,55,45,,,,70,0,1
CAL-0206,Gregg,Peatman,2001-08-15,71,194,R,R,P,,1,RP,MR,,,,,48,,56,,66,53,38,52,54,44,48,,58,57,,,,66,0,1
CAL-0207,Rupert,Ladt,2000-07-15,74,215,R,R,P,,1,RP,MR,,,,,60,,50,,49,52,33,46,51,64,51,,45,58,,,,43,0,1
CAL-0208,Vince,Parsley,2001-09-15,69,177,R,R,P,,1,RP,LR,,,,,56,,53,,39,57,57,55,52,74,45,59,,50,,,,57,0,1
CAL-0209,Hugo,Borelli,1992-08-15,74,200,R,R,C,,0,,,49,46,39,47,55,61,36,50,68,55,,,,,,,,,,,,66,0,1
CAL-0210,Leon,Naddeo,2001-07-15,71,209,R,R,1B,,0,,,49,55,44,51,48,62,41,50,52,30,,,,,,,,,,,,46,0,1
CAL-0211,Boyce,Kosir,1993-02-15,78,225,R,R,2B,,0,,,50,47,58,48,49,56,53,50,60,63,,,,,,,,,,,,59,0,1
CAL-0212,Conrad,Gavagan,2000-03-15,73,217,R,R,3B,,0,,,56,52,44,48,54,58,44,50,53,47,,,,,,,,,,,,63,0,1
CAL-0213,Earl,Lybecker,2002-02-15,72,211,L,L,SS,,0,,,53,48,54,43,49,51,59,50,65,58,,,,,,,,,,,,51,0,1
CAL-0214,Filiberto,Bourjolly,1998-05-15,75,184,L,L,LF,,0,,,49,56,50,49,52,49,52,50,52,48,,,,,,,,,,,,44,0,1
CAL-0215,Armand,Defore,1993-06-15,75,188,R,R,CF,,0,,,47,46,63,46,51,60,51,50,50,55,,,,,,,,,,,,56,0,1
CAL-0216,Emmett,Fehnel,2002-03-15,69,198,L,L,RF,,0,,,49,56,48,52,51,51,47,50,31,69,,,,,,,,,,,,74,0,1
CAL-0217,Cordell,Polit,2000-01-15,71,223,L,L,DH,,0,,,47,55,46,55,49,54,66,50,56,35,,,,,,,,,,,,64,0,1
CAL-0218,Titus,Summey,1991-08-15,74,205,L,L,C,,0,,,44,43,31,39,55,64,46,50,49,54,,,,,,,,,,,,58,0,1
CAL-0219,Van,Corl,2001-04-15,72,220,S,R,2B,"SS,3B",0,,,51,37,46,49,46,49,66,50,62,47,,,,,,,,,,,,66,0,1
CAL-0220,Chang,Krise,1998-07-15,75,205,R,R,CF,"LF,RF",0,,,45,44,57,44,49,48,49,50,72,52,,,,,,,,,,,,49,0,1
CAL-0221,Raymon,Lacroix,2003-04-15,71,223,R,R,1B,DH,0,,,44,53,39,44,54,57,37,50,43,57,,,,,,,,,,,,60,0,1
CAL-0222,Rick,Trippett,2000-02-15,74,199,R,R,P,,1,SP,SP,,,,,40,,29,,49,56,69,54,51,59,58,45,,,59,,,51,0,1
CAL-0223,Gregg,Rodibaugh,1994-07-15,72,196,L,L,P,,1,SP,SP,,,,,66,,49,,54,63,46,51,49,50,66,40,,45,,,,80,0,1
CAL-0224,Maximo,Lapere,1992-09-15,72,203,L,L,P,,1,SP,SP,,,,,45,,44,,48,63,46,47,59,59,59,48,,50,,,,70,0,1
CAL-0225,Ed,Marchetta,1993-06-15,71,228,L,L,P,,1,SP,SP,,,,,49,,39,,54,58,63,49,48,38,52,52,,58,,,,62,0,1
CAL-0226,Garrett,Bernosky,1997-02-15,73,205,R,R,P,,1,SP,SP,,,,,42,,55,,50,55,41,57,55,48,58,49,,52,,,,58,0,1
CAL-0227,Tyrone,Crummett,1991-08-15,74,215,L,L,P,,1,RP,CL,,,,,40,,44,,43,75,31,43,62,44,73,62,,,51,,,58,0,1
CAL-0228,Horace,Flaxman,2000-07-15,76,202,R,R,P,,1,RP,SU,,,,,43,,64,,36,66,34,53,59,32,62,50,,47,,,,49,0,1
CAL-0229,Vance,Briant,1995-08-15,71,196,L,L,P,,1,RP,SU,,,,,37,,34,,57,60,32,50,56,63,66,49,,62,,,,59,0,1
CAL-0230,Warner,Kierstead,2001-01-15,73,196,R,R,P,,1,RP,MR,,,,,58,,54,,54,56,42,47,47,34,72,,48,41,,,,55,0,1
CAL-0231,Yong,Chapko,2002-08-15,75,199,R,R,P,,1,RP,MR,,,,,46,,46,,54,52,42,49,44,41,69,,66,60,,,,50,0,1
CAL-0232,Marshall,Banducci,1994-07-15,76,198,R,R,P,,1,RP,MR,,,,,56,,51,,50,50,39,51,51,52,37,52,,52,,,,61,0,1
CAL-0233,Tanner,Klitz,1999-03-15,74,205,R,R,P,,1,RP,MR,,,,,60,,52,,62,48,35,58,62,32,65,,48,42,,,,56,0,1
CAL-0234,Rashad,Hanger,2001-03-15,73,187,L,L,P,,1,RP,LR,,,,,56,,50,,53,50,49,52,51,66,38,60,,,59,,,51,0,1
CAL-0235,Gordon,Thelen,1996-06-15,75,196,L,L,C,,0,,,48,48,38,48,41,57,51,50,51,65,,,,,,,,,,,,73,0,1
CAL-0236,Shaun,Ostrzyeki,2002-09-15,72,192,S,R,1B,,0,,,45,53,43,48,50,54,52,50,55,49,,,,,,,,,,,,70,0,1
CAL-0237,Lucius,Payson,2002-07-15,75,190,R,R,2B,,0,,,53,42,58,47,50,56,56,50,56,54,,,,,,,,,,,,70,0,1
CAL-0238,Heriberto,Embly,1992-06-15,75,199,S,R,3B,,0,,,46,54,44,50,47,52,50,50,37,68,,,,,,,,,,,,55,0,1
CAL-0239,Roosevelt,Crinklaw,2001-03-15,74,219,R,R,SS,,0,,,48,51,62,49,54,57,55,50,50,55,,,,,,,,,,,,54,0,1
CAL-0240,Mauro,Moland,1992-04-15,75,204,R,R,LF,,0,,,47,50,49,56,47,43,47,50,47,38,,,,,,,,,,,,52,0,1
CAL-0241,Jesus,Rudi,1995-08-15,75,164,R,R,CF,,0,,,47,46,61,50,47,50,54,50,53,37,,,,,,,,,,,,66,0,1
CAL-0242,Eugenio,Riseden,1996-01-15,73,222,L,L,RF,,0,,,52,56,48,52,47,59,49,50,64,45,,,,,,,,,,,,56,0,1
CAL-0243,Raymundo,Greenman,1998-02-15,72,195,R,R,DH,,0,,,56,52,41,53,50,57,37,50,47,45,,,,,,,,,,,,55,0,1
CAL-0244,Andrew,Vilkama,1994-06-15,71,229,R,R,C,,0,,,44,39,39,42,45,54,28,50,47,50,,,,,,,,,,,,58,0,1
CAL-0245,Jared,Rody,2001-09-15,78,190,R,R,2B,"SS,3B",0,,,49,41,45,41,56,50,50,50,54,46,,,,,,,,,,,,63,0,1
CAL-0246,Mathew,Schuckert,1994-08-15,77,201,L,L,CF,"LF,RF",0,,,45,49,53,41,48,58,53,50,43,46,,,,,,,,,,,,34,0,1
CAL-0247,Rocky,Charles,2001-04-15,70,194,R,R,1B,DH,0,,,44,46,38,47,49,55,54,50,42,52,,,,,,,,,,,,71,0,1
CAL-0248,Frankie,Firkins,1996-07-15,72,212,L,L,P,,1,SP,SP,,,,,46,,46,,57,60,61,52,55,67,65,51,,,47,,,69,0,1
CAL-0249,Andre,Clavelle,2003-05-15,76,215,R,R,P,,1,SP,SP,,,,,55,,50,,43,60,46,57,55,49,40,53,,49,,,,63,0,1
CAL-0250,Bryon,Silguero,1996-04-15,71,193,R,R,P,,1,SP,SP,,,,,51,,37,,56,60,59,62,53,53,72,53,,,37,,,63,0,1
CAL-0251,Lyle,Albani,1999-04-15,75,213,L,L,P,,1,SP,SP,,,,,48,,36,,56,60,57,52,56,31,71,53,,60,,,,54,0,1
CAL-0252,Jorge,Bottari,2003-05-15,74,192,R,R,P,,1,SP,SP,,,,,46,,55,,58,54,51,52,58,38,54,62,,53,,,,62,0,1
CAL-0253,Jody,Baken,2001-03-15,70,201,R,R,P,,1,RP,CL,,,,,51,,53,,56,64,28,54,56,53,43,45,,53,,,,55,0,1
CAL-0254,Bobbie,Flechsig,2000-08-15,74,214,L,L,P,,1,RP,SU,,,,,54,,46,,49,50,31,49,63,43,71,55,,,57,,,65,0,1
CAL-0255,Edmundo,Rainbolt,1994-02-15,74,184,R,R,P,,1,RP,SU,,,,,51,,42,,47,62,36,52,53,55,68,52,,51,,,,65,0,1
CAL-0256,Robby,Swailes,1997-01-15,76,195,R,R,P,,1,RP,MR,,,,,51,,41,,39,48,43,40,49,52,38,,54,50,,,,62,0,1
CAL-0257,Lance,Laba,2000-01-15,73,200,L,L,P,,1,RP,MR,,,,,60,,43,,51,51,25,51,56,53,43,64,,69,,,,76,0,1
CAL-0258,Berry,Fosher,1993-09-15,73,193,R,R,P,,1,RP,MR,,,,,54,,40,,39,57,42,56,48,63,71,58,,48,,,,73,0,1
CAL-0259,Lucas,Phramany,1993-03-15,71,195,R,R,P,,1,RP,MR,,,,,44,,48,,39,52,41,52,52,62,57,,57,63,,,,58,0,1
CAL-0260,Darius,Barbosa,1999-05-15,69,225,R,R,P,,1,RP,LR,,,,,46,,50,,48,52,52,48,56,49,60,,42,33,,,,69,0,1
CAL-0261,Amos,Polverari,1992-02-15,75,210,R,R,C,,0,,,46,48,37,43,52,58,41,50,61,48,,,,,,,,,,,,48,0,1
CAL-0262,Cortez,Hofstetter,1996-01-15,74,226,S,R,1B,,0,,,49,57,47,50,49,46,36,50,63,58,,,,,,,,,,,,45,0,1
CAL-0263,Cleveland,Sigwart,1993-02-15,75,205,L,L,2B,,0,,,49,50,56,54,53,57,58,50,51,56,,,,,,,,,,,,60,0,1
CAL-0264,Emilio,Ingrum,2001-09-15,71,193,L,L,3B,,0,,,48,51,56,55,52,53,53,50,59,67,,,,,,,,,,,,64,0,1
CAL-0265,Francisco,Caudle,1998-06-15,71,186,L,L,SS,,0,,,52,46,61,42,48,49,39,50,53,54,,,,,,,,,,,,57,0,1
CAL-0266,Eldon,Jarvinen,1995-04-15,71,207,R,R,LF,,0,,,53,52,49,49,54,48,51,50,48,61,,,,,,,,,,,,66,0,1
CAL-0267,Clifford,Womer,2001-09-15,75,192,R,R,CF,,0,,,47,43,56,49,51,60,41,50,61,54,,,,,,,,,,,,51,0,1
CAL-0268,Herschel,Burrows,2000-04-15,72,223,R,R,RF,,0,,,49,52,44,45,58,50,32,50,44,58,,,,,,,,,,,,70,0,1
CAL-0269,Luigi,Demmy,1999-02-15,73,206,L,L,DH,,0,,,51,54,50,51,54,51,34,50,38,46,,,,,,,,,,,,78,0,1
CAL-0270,Del,Abramian,1996-03-15,73,206,L,L,C,,0,,,44,36,41,42,51,59,45,50,40,51,,,,,,,,,,,,53,0,1
CAL-0271,Emile,Hebrank,1999-05-15,72,210,L,L,2B,"SS,3B",0,,,52,44,51,43,45,47,51,50,45,43,,,,,,,,,,,,81,0,1
CAL-0272,Rodger,Lands,1991-04-15,72,216,L,L,CF,"LF,RF",0,,,48,42,55,45,49,66,64,50,53,47,,,,,,,,,,,,60,0,1
CAL-0273,Edmond,Wolle,1994-07-15,74,200,L,L,1B,DH,0,,,45,48,34,46,49,49,60,50,57,58,,,,,,,,,,,,54,0,1
CAL-0274,Wyatt,Truglio,1993-05-15,75,217,R,R,P,,1,SP,SP,,,,,53,,51,,57,46,49,59,43,70,61,59,,47,,,,51,0,1
CAL-0275,Joesph,Faltin,2000-02-15,74,201,R,R,P,,1,SP,SP,,,,,67,,37,,55,50,60,41,60,63,59,49,,55,,,,68,0,1
CAL-0276,Angelo,Arita,1997-03-15,71,229,R,R,P,,1,SP,SP,,,,,43,,48,,46,53,55,45,51,54,43,60,,41,,,,55,0,1
CAL-0277,Cornelius,Krey,1991-02-15,76,212,R,R,P,,1,SP,SP,,,,,41,,63,,62,43,56,58,54,65,79,,59,44,,,,70,0,1
CAL-0278,Harrison,Scutt,1991-08-15,71,220,R,R,P,,1,SP,SP,,,,,56,,55,,56,56,55,55,48,36,56,,60,59,,,,67,0,1
CAL-0279,Norberto,Testa,2000-09-15,74,221,L,L,P,,1,RP,CL,,,,,50,,62,,53,67,33,49,58,69,64,63,,42,,,,61,0,1
CAL-0280,Chung,Caggiano,1993-03-15,71,214,R,R,P,,1,RP,SU,,,,,42,,48,,40,58,27,47,56,38,63,58,,,57,,,66,0,1
CAL-0281,Billy,Charpentier,1999-01-15,75,194,L,L,P,,1,RP,SU,,,,,41,,40,,43,71,31,52,53,34,77,41,,37,,,,58,0,1
CAL-0282,Robbie,Fenlon,1999-03-15,73,191,L,L,P,,1,RP,MR,,,,,51,,44,,41,53,50,48,50,58,54,55,,48,,,,55,0,1
CAL-0283,Kristofer,Sypher,2000-03-15,69,206,R,R,P,,1,RP,MR,,,,,48,,46,,36,53,42,52,46,57,53,,72,55,,,,68,0,1
CAL-0284,Graig,Traczyk,1993-03-15,70,195,R,R,P,,1,RP,MR,,,,,50,,48,,56,62,44,51,47,39,35,33,,,53,,,53,0,1
CAL-0285,Ira,Sideris,1991-06-15,72,210,R,R,P,,1,RP,MR,,,,,30,,51,,48,64,37,51,57,37,44,49,,,57,,,48,0,1
CAL-0286,Riley,Westermark,1992-07-15,74,207,R,R,P,,1,RP,LR,,,,,42,,44,,48,49,62,48,48,67,60,53,,,60,,,54,0,1
CAL-0287,Elvis,Mewes,1995-05-15,72,216,R,R,C,,0,,,46,47,44,46,47,45,47,50,49,43,,,,,,,,,,,,64,0,1
CAL-0288,Marty,Hoogheem,1999-07-15,75,192,R,R,1B,,0,,,49,60,43,49,51,59,43,50,45,59,,,,,,,,,,,,61,0,1
CAL-0289,Pierre,Schavone,2001-05-15,75,203,L,L,2B,,0,,,53,47,55,51,50,56,49,50,66,63,,,,,,,,,,,,47,0,1
CAL-0290,Damion,Belkin,1995-03-15,74,189,R,R,3B,,0,,,51,54,44,50,46,60,34,50,51,61,,,,,,,,,,,,62,0,1
CAL-0291,Roger,Glasser,2001-02-15,69,175,R,R,SS,,0,,,45,52,55,56,45,44,32,50,52,57,,,,,,,,,,,,67,0,1
CAL-0292,Porter,Longhurst,2001-01-15,72,207,L,L,LF,,0,,,48,53,45,51,51,54,52,50,49,54,,,,,,,,,,,,44,0,1
CAL-0293,Philip,Mooneyham,1995-05-15,74,204,R,R,CF,,0,,,50,51,61,51,51,56,57,50,52,47,,,,,,,,,,,,66,0,1
CAL-0294,Gabriel,Moyle,1999-02-15,74,193,R,R,RF,,0,,,50,51,51,46,50,46,51,50,58,59,,,,,,,,,,,,67,0,1
CAL-0295,Joesph,Dahn,2003-06-15,71,222,R,R,DH,,0,,,53,54,41,51,50,54,47,50,32,51,,,,,,,,,,,,53,0,1
CAL-0296,Ernie,Onstott,1998-07-15,75,197,L,L,C,,0,,,44,39,37,47,47,48,52,50,53,52,,,,,,,,,,,,52,0,1
CAL-0297,Darell,Benage,1994-03-15,73,196,L,L,2B,"SS,3B",0,,,48,40,51,43,50,57,65,50,58,52,,,,,,,,,,,,57,0,1
CAL-0298,Calvin,Burright,2000-03-15,73,200,R,R,CF,"LF,RF",0,,,46,41,60,40,44,49,54,50,50,51,,,,,,,,,,,,52,0,1
CAL-0299,Kristofer,Laud,2002-08-15,73,205,L,L,1B,DH,0,,,45,47,37,48,47,64,51,50,60,47,,,,,,,,,,,,46,0,1
CAL-0300,Clarence,Lanigan,1998-07-15,72,213,L,L,P,,1,SP,SP,,,,,36,,46,,46,45,65,46,50,58,67,54,,,60,,,56,0,1
CAL-0301,Dewayne,Pho,1994-09-15,73,167,R,R,P,,1,SP,SP,,,,,50,,44,,44,52,55,57,59,60,56,,49,56,,,,57,0,1
CAL-0302,Forest,Fergerstrom,1996-04-15,73,203,R,R,P,,1,SP,SP,,,,,52,,56,,57,51,66,42,43,62,34,58,,52,,,,83,0,1
CAL-0303,Donovan,Dewaele,1991-09-15,73,213,R,R,P,,1,SP,SP,,,,,50,,49,,42,43,58,59,51,69,65,51,,49,,,,65,0,1
CAL-0304,Donnie,Bermers,1992-03-15,79,199,R,R,P,,1,SP,SP,,,,,57,,64,,45,57,46,49,55,51,57,,49,55,,,,60,0,1
CAL-0305,Maurice,Maler,2001-08-15,73,209,R,R,P,,1,RP,CL,,,,,37,,56,,55,61,35,52,55,32,55,52,,,57,,,58,0,1
CAL-0306,Florentino,Krupicka,1993-09-15,71,210,R,R,P,,1,RP,SU,,,,,52,,41,,54,54,37,50,64,30,65,65,,,58,,,55,0,1
CAL-0307,Gregory,Statz,1997-04-15,73,192,L,L,P,,1,RP,SU,,,,,61,,57,,56,54,26,57,46,42,48,56,,55,,,,49,0,1
CAL-0308,William,Popplewell,2003-07-15,73,186,R,R,P,,1,RP,MR,,,,,44,,53,,61,57,37,49,53,34,53,,62,43,,,,65,0,1
CAL-0309,Daryl,Cuffari,1991-03-15,76,198,R,R,P,,1,RP,MR,,,,,38,,52,,53,62,25,50,57,33,55,53,,58,,,,76,0,1
CAL-0310,Tuan,Perschall,1993-08-15,72,229,R,R,P,,1,RP,MR,,,,,49,,57,,36,54,40,49,59,46,72,,53,46,,,,57,0,1
CAL-0311,Benny,Tigges,1992-05-15,74,222,R,R,P,,1,RP,MR,,,,,48,,47,,38,58,26,50,54,45,71,,61,49,,,,89,0,1
CAL-0312,Dong,Ovando,2002-08-15,74,194,R,R,P,,1,RP,LR,,,,,53,,48,,40,52,48,34,40,56,75,,56,43,,,,69,0,1
CAL-0313,Filiberto,Carboneau,1993-03-15,72,200,R,R,C,,0,,,50,47,47,50,55,47,47,50,46,52,,,,,,,,,,,,63,0,1
CAL-0314,Garth,Sporleder,2002-08-15,72,204,R,R,1B,,0,,,51,50,43,49,49,58,40,50,51,41,,,,,,,,,,,,55,0,1
CAL-0315,Vaughn,Soun,2003-03-15,73,189,R,R,2B,,0,,,52,40,55,46,53,48,37,50,61,56,,,,,,,,,,,,84,0,1
CAL-0316,Mac,Brander,1997-08-15,74,179,R,R,3B,,0,,,50,52,40,49,49,56,62,50,70,49,,,,,,,,,,,,54,0,1
CAL-0317,Elvis,Salguero,1997-04-15,74,186,R,R,SS,,0,,,50,51,59,50,44,47,55,50,59,57,,,,,,,,,,,,57,0,1
CAL-0318,Myles,Georgis,1999-02-15,72,198,R,R,LF,,0,,,48,50,50,52,50,52,46,50,48,48,,,,,,,,,,,,60,0,1
CAL-0319,Jerrod,Kastens,2001-02-15,73,211,R,R,CF,,0,,,47,45,51,47,49,61,50,50,53,47,,,,,,,,,,,,67,0,1
CAL-0320,Garfield,Viets,1993-06-15,69,219,R,R,RF,,0,,,56,56,53,43,50,58,52,50,62,56,,,,,,,,,,,,72,0,1
CAL-0321,Tuan,Nygren,1996-05-15,72,183,R,R,DH,,0,,,44,53,39,55,50,63,51,50,37,44,,,,,,,,,,,,50,0,1
CAL-0322,Gerry,Gregori,1993-07-15,71,203,R,R,C,,0,,,44,41,37,42,51,64,49,50,65,47,,,,,,,,,,,,58,0,1
CAL-0323,Duane,Kildare,1992-09-15,71,197,R,R,2B,"SS,3B",0,,,52,40,50,46,48,53,56,50,42,61,,,,,,,,,,,,45,0,1
CAL-0324,Gus,Adu,2002-04-15,73,204,R,R,CF,"LF,RF",0,,,44,44,57,41,51,50,54,50,57,55,,,,,,,,,,,,66,0,1
CAL-0325,Truman,Damrow,1993-05-15,71,221,L,L,1B,DH,0,,,45,52,43,43,51,62,53,50,39,57,,,,,,,,,,,,57,0,1
CAL-0326,Louis,Mcfatter,1998-06-15,75,215,R,R,P,,1,SP,SP,,,,,60,,52,,61,51,60,50,55,33,57,53,,,51,,,83,0,1
CAL-0327,Jae,Thielges,2001-09-15,74,201,R,R,P,,1,SP,SP,,,,,43,,40,,56,63,41,51,47,49,59,60,,64,,,,58,0,1
CAL-0328,Gino,Seikaly,1995-06-15,69,211,R,R,P,,1,SP,SP,,,,,53,,48,,46,64,60,49,45,44,52,42,,63,,,,49,0,1
CAL-0329,Ali,Ruttinger,1993-03-15,72,201,R,R,P,,1,SP,SP,,,,,48,,47,,46,54,50,55,54,43,53,,54,48,,,,63,0,1
CAL-0330,Dwight,Hasse,1994-01-15,76,190,L,L,P,,1,SP,SP,,,,,62,,42,,48,59,44,52,58,66,51,,58,40,,,,62,0,1
CAL-0331,Zachery,Mcglothlin,2002-04-15,73,218,R,R,P,,1,RP,CL,,,,,45,,56,,56,57,34,46,59,46,46,50,,,61,,,50,0,1
CAL-0332,Sidney,Gariti,1998-03-15,75,193,L,L,P,,1,RP,SU,,,,,55,,42,,56,70,27,49,62,49,55,,49,51,,,,59,0,1
CAL-0333,Bennie,Otano,2000-02-15,73,180,L,L,P,,1,RP,SU,,,,,53,,51,,50,51,32,54,64,47,84,49,,53,,,,58,0,1
CAL-0334,Antony,Bondre,1991-09-15,76,198,R,R,P,,1,RP,MR,,,,,39,,58,,57,51,43,50,58,59,65,49,,,51,,,48,0,1
CAL-0335,Anthony,Guadeloupe,2003-02-15,71,240,L,L,P,,1,RP,MR,,,,,49,,46,,42,56,25,50,48,48,65,46,,,62,,,61,0,1
CAL-0336,Samual,Toalson,1992-07-15,74,201,R,R,P,,1,RP,MR,,,,,40,,34,,51,56,27,42,52,38,81,62,,53,,,,59,0,1
CAL-0337,Tomas,Kopsho,1998-03-15,74,202,R,R,P,,1,RP,MR,,,,,52,,60,,47,53,27,47,54,40,55,56,,,57,,,54,0,1
CAL-0338,Chang,Winlock,2002-06-15,70,199,L,L,P,,1,RP,LR,,,,,43,,55,,51,51,61,48,40,43,61,,50,53,,,,42,0,1
CAL-0339,Tad,Ciaramitaro,1996-06-15,76,224,R,R,C,,0,,,49,48,37,47,52,53,44,50,59,52,,,,,,,,,,,,65,0,1
CAL-0340,Malik,Lyon,2000-09-15,70,212,L,L,1B,,0,,,48,51,46,50,50,65,43,50,69,35,,,,,,,,,,,,75,0,1
CAL-0341,Columbus,Huyler,1998-04-15,77,230,L,L,2B,,0,,,50,48,55,50,52,52,52,50,57,56,,,,,,,,,,,,63,0,1
CAL-0342,Trinidad,How,1998-02-15,69,187,S,R,3B,,0,,,51,52,47,56,48,60,41,50,46,43,,,,,,,,,,,,73,0,1
CAL-0343,Horace,Feilbach,2003-01-15,74,205,S,R,SS,,0,,,50,45,65,43,51,48,43,50,62,68,,,,,,,,,,,,56,0,1
CAL-0344,Bryon,Geoffrey,1995-01-15,75,186,R,R,LF,,0,,,51,53,49,56,53,55,51,50,45,47,,,,,,,,,,,,67,0,1
CAL-0345,Rich,Seykora,1991-01-15,74,210,R,R,CF,,0,,,53,47,46,54,48,55,48,50,56,51,,,,,,,,,,,,70,0,1
CAL-0346,Justin,Arendash,1999-01-15,77,200,R,R,RF,,0,,,52,51,52,53,51,56,54,50,54,53,,,,,,,,,,,,69,0,1
CAL-0347,Gaylord,Henk,1999-05-15,75,182,R,R,DH,,0,,,49,51,43,54,50,60,50,50,44,34,,,,,,,,,,,,77,0,1
